kategorie;otazka;odpoved_a;odpoved_b;odpoved_c;odpoved_d;spravna;obtiznost;vedeli_jste
Historie;Kdo byl Jiří Melantrich z Aventina?;tiskař;malíř;hudebník;architekt;A;3;Melantrich byl nejvýznamnějším českým tiskařem 16. století.
Historie;Ve kterém roce byla založena Česká akademie věd?;1890;1880;1900;1870;A;3;
Historie;Kdo byl Pavel Stránský?;historik a právník;malíř;hudebník;vojevůdce;A;4;Stránský napsal spis O státě českém.
Historie;Kdy vznikla Masarykova univerzita v Brně?;1919;1920;1918;1921;A;2;Masarykova univerzita byla pojmenována po prvním prezidentovi.
Zeměpis;Které město je známé jako perla Vysočiny?;Telč;Jihlava;Třebíč;Pelhřimov;A;2;Telč má renesanční náměstí zapsané na seznamu UNESCO.
Zeměpis;Kde se nachází Děčínský Sněžník?;severní Čechy;Krkonoše;Jizerské hory;Lužické hory;A;2;Z Děčínského Sněžníku je vidět do tří zemí.
Zeměpis;Kolik procent ČR zabírají vodní plochy?;přibližně 2%;přibližně 5%;přibližně 1%;přibližně 3%;A;3;
Zeměpis;Které město leží na řece Jizeře?;Turnov;Liberec;Jablonec;Mladá Boleslav;A;2;
Zeměpis;Kde se nachází Buchlov?;Zlínský kraj;Jihomoravský kraj;Olomoucký kraj;Vysočina;A;2;Buchlov je jedním z nejstarších hradů na Moravě.
Zeměpis;Jaká je nadmořská výška Pradědu?;1491 m;1500 m;1450 m;1520 m;A;2;Praděd je nejvyšším bodem Moravy a Slezska.
Zeměpis;Kde leží město Třeboň?;jižní Čechy;jižní Morava;Vysočina;střední Čechy;A;1;Třeboň je centrem rybníkářství a lázeňství.
Zeměpis;Která řeka protéká Ústím nad Labem?;Labe;Vltava;Ohře;Ploučnice;A;1;
Zeměpis;Kde se nachází Kokořínsko?;střední Čechy;severní Čechy;východní Čechy;západní Čechy;A;2;Kokořínsko je chráněná krajinná oblast s pískovcovými skalami.
Zeměpis;Kolik metrů měří Pravčická brána?;výška 16 m, šířka 27 m;výška 20 m, šířka 30 m;výška 10 m, šířka 20 m;výška 25 m, šířka 35 m;A;3;
Zeměpis;Kde pramení řeka Sázava?;Žďárské vrchy;Šumava;Krkonoše;Beskydy;A;2;
Zeměpis;Které město je centrem Moravskoslezského kraje?;Ostrava;Opava;Karviná;Frýdek-Místek;A;1;
Zeměpis;Kde leží hrad Bezděz?;Česká Lípa;Liberec;Mladá Boleslav;Mělník;A;2;Bezděz je gotický hrad spojený s legendou o Kunhutě.
Zeměpis;Kolik procent ČR tvoří chráněné krajinné oblasti?;přibližně 14%;přibližně 10%;přibližně 20%;přibližně 5%;A;2;
Zeměpis;Kde se nachází Žatec?;Ústecký kraj;Plzeňský kraj;Středočeský kraj;Karlovarský kraj;A;1;Žatec je světovým centrem chmelařství.
Zeměpis;Která hora je druhá nejvyšší v ČR?;Luční hora;Sněžka;Studniční hora;Praděd;A;3;Luční hora má nadmořskou výšku 1555 m.
Zeměpis;Kde leží město Kroměříž?;Zlínský kraj;Jihomoravský kraj;Olomoucký kraj;Moravskoslezský kraj;A;1;Kroměřížské zahrady jsou zapsány na seznamu UNESCO.
Zeměpis;Kolik procent území ČR tvoří CHKO?;přibližně 14%;přibližně 10%;přibližně 20%;přibližně 5%;A;2;
Zeměpis;Kde se nachází Petrovy kameny?;Jeseníky;Krkonoše;Beskydy;Šumava;A;2;Petrovy kameny jsou skalní útvar u Pradědu.
Zeměpis;Které město je hlavním městem Ústeckého kraje?;Ústí nad Labem;Most;Teplice;Chomutov;A;1;
Osobnosti;Kdo napsal Lucernu?;Alois Jirásek;Karel Čapek;Jaroslav Vrchlický;Božena Němcová;A;1;Lucerna je pohádková hra o mlynáři a kněžně.
Osobnosti;Kdo byl Jaroslav Vrchlický?;básník a dramatik;malíř;hudebník;politik;A;1;Vrchlický přeložil do češtiny díla světové literatury.
Osobnosti;Kdo napsal Temno?;Alois Jirásek;Karel Čapek;Božena Němcová;Jan Neruda;A;1;Temno líčí období rekatolizace v Čechách.
Osobnosti;Kdo byl Mikoláš Aleš?;malíř a ilustrátor;hudebník;básník;sochař;A;1;Aleš vytvořil sgrafita na Staroměstské radnici.
Osobnosti;Kdo napsal Filosofskou historii?;Alois Jirásek;Karel Čapek;Božena Němcová;Jaroslav Hašek;A;1;
Osobnosti;Kdo byl Josef Václav Myslbek?;sochař;malíř;architekt;hudebník;A;2;Myslbek vytvořil sochu sv. Václava na Václavském náměstí.
Osobnosti;Kdo napsal Farářův konec?;Josef Holub;Karel Čapek;Bohumil Hrabal;Jaroslav Hašek;A;4;
Osobnosti;Kdo byl Vojta Náprstek?;mecenáš a sběratel;malíř;hudebník;politik;A;2;Náprstek založil Náprstkovo muzeum asijských kultur.
Osobnosti;Kdo napsal Babičku?;Božena Němcová;Karel Čapek;Alois Jirásek;Jan Neruda;A;1;Babička je nejznámějším dílem české literatury 19. století.
Osobnosti;Kdo byl Jakub Jan Ryba?;hudební skladatel;malíř;básník;architekt;A;2;Ryba napsal slavnou Českou mši vánoční.
Osobnosti;Kdo napsal F.L. Věk?;Alois Jirásek;Karel Čapek;Božena Němcová;Jan Neruda;A;1;F.L. Věk je románová kronika českého národního obrození.
Osobnosti;Kdo byl Václav Hollar?;rytec a kreslíř;malíř;sochař;architekt;A;2;Hollar proslul rytinami Londýna a Prahy.
Osobnosti;Kdo napsal Psohlavce?;Alois Jirásek;Karel Čapek;Božena Němcová;Jaroslav Hašek;A;1;Psohlavci líčí odboj Chodů proti Lomikarovi.
Osobnosti;Kdo byl Jan Evangelista Purkyně?;fyziolog;chemik;fyzik;matematik;A;1;Purkyně objevil Purkyňovy vlákna v srdci a Purkyňův jev v oku.
Osobnosti;Kdo napsal Rozmarné léto?;Vladislav Vančura;Karel Čapek;Bohumil Hrabal;Jaroslav Hašek;A;1;Rozmarné léto bylo zfilmováno Jiřím Menzelem.
Osobnosti;Kdo byl Gregor Johann Mendel?;zakladatel genetiky;chemik;fyzik;matematik;A;1;Mendel objevil zákony dědičnosti v klášteře v Brně.
Osobnosti;Kdo napsal Městečko na dlani?;Jan Drda;Karel Čapek;Bohumil Hrabal;Alois Jirásek;A;2;
Osobnosti;Kdo byl Matthias Bernard Braun?;barokní sochař;malíř;architekt;hudebník;A;2;Braun vytvořil sochy na Karlově mostě a v Kuksu.
Osobnosti;Kdo napsal Němou barikádu?;Jan Drda;Karel Čapek;Bohumil Hrabal;Alois Jirásek;A;2;Němá barikáda líčí Pražské povstání 1945.
Osobnosti;Kdo byl Kilián Ignác Dientzenhofer?;barokní architekt;malíř;sochař;hudebník;A;2;Dientzenhofer postavil chrám sv. Mikuláše na Malé Straně.
Kultura;Co je to cukrová vata?;sladkost z cukru;druh pečiva;typ bonbónu;název dezertu;A;1;Cukrová vata je typická pouťová pochoutka.
Kultura;Kdy se koná Anifilm v Třeboni?;květen;červen;červenec;srpen;A;2;Anifilm je mezinárodní festival animovaných filmů.
Kultura;Co je to langoš?;smažené těsto;druh polévky;typ masa;název sýra;A;1;Langoš pochází z Maďarska, ale je oblíbený i v Česku.
Kultura;Jaký je tradiční valašský pokrm?;kyselica;svíčková;guláš;řízek;A;2;Kyselica je kysaná polévka typická pro Valašsko.
Kultura;Co je to šumavská kyselice?;polévka z hub;druh masa;typ sýra;název pečiva;A;2;
Kultura;Kdy se slaví Mezinárodní den studentstva?;17. listopadu;28. října;1. května;8. března;A;1;17. listopad připomíná události z roku 1939 i 1989.
Kultura;Co je to moravský vrabec?;pečené vepřové maso;druh ptáka;typ polévky;název dezertu;A;1;Moravský vrabec se peče v troubě s kmínem.
Kultura;Jaký je tradiční slezský pokrm?;krupicová kaše;svíčková;guláš;řízek;A;3;
Kultura;Co je to štramberské uši?;sladké pečivo;druh uzeniny;typ sýra;název polévky;A;1;Štramberské uši připomínají legendu o tatarském vpádu.
Kultura;Kdy se koná Zlín Film Festival?;květen-červen;září-říjen;červenec-srpen;březen-duben;A;1;Zlín Film Festival je největší festival filmů pro děti.
Kultura;Co je to pardubický perník?;ozdobné pečivo;druh bonbónu;typ koláče;název dortu;A;1;Pardubický perník má tradici od 16. století.
Kultura;Jaký je tradiční hanácký pokrm?;tvarůžky;svíčková;guláš;řízek;A;1;
Kultura;Co je to špek?;uzené slanina;druh sýra;typ pečiva;název polévky;A;1;
Kultura;Kdy se koná Struny podzimu?;září-listopad;květen-červen;leden-březen;červenec-srpen;A;1;Struny podzimu je hudební festival v Praze.
Kultura;Co je to škubánky?;bramborové jídlo;druh polévky;typ masa;název sýra;A;1;Škubánky se dělají z brambor a mouky s mákem.
Kultura;Jaký je tradiční chodský pokrm?;chodské koláče;svíčková;guláš;řízek;A;1;
Kultura;Co je to kvasnice?;pivní droždí;druh pečiva;typ masa;název polévky;A;2;Kvasnice se jedí natřené na chleba.
Kultura;Kdy se koná Rock for People?;červen;červenec;srpen;květen;A;1;Rock for People je jeden z největších rockových festivalů v ČR.
Kultura;Co je to vdolek?;druh koláče;typ polévky;název masa;druh sýra;A;1;Vdolky jsou kulaté kynuté koláčky s povidly.
Sport;Kdo je nejúspěšnější český skokan na lyžích?;Jakub Janda;Jan Matura;Roman Koudelka;Jiří Raška;A;3;Raška vyhrál olympijské zlato v Grenoblu 1968.
Sport;Ve kterém sportu vynikl Jan Koller?;fotbal;hokej;atletika;tenis;A;1;Koller je nejlepším střelcem české fotbalové reprezentace.
Sport;Kdo je Vladimír Coufal?;fotbalista;hokejista;tenista;atlet;A;1;Coufal hraje za West Ham v anglické Premier League.
Sport;Ve kterém městě sídlí hokejový klub Verva?;Litvínov;Most;Chomutov;Teplice;A;1;
Sport;Kdo je nejúspěšnější český curler?;Lukáš Klíma;Martin Klíma;Jiří Snítil;Petr Klíma;A;4;
Sport;Ve kterém sportu vynikla Gabriela Soukalová?;biatlon;běh na lyžích;alpské lyžování;krasobruslení;A;1;Soukalová získala stříbro na ZOH 2014 v Soči.
Sport;Kdo je Alex Král?;fotbalista;hokejista;tenista;atlet;A;1;
Sport;Ve kterém městě sídlí fotbalový klub Bohemians?;Praha;Brno;Ostrava;Plzeň;A;1;Bohemians jsou známí maskota klokanem.
Sport;Kdo je nejúspěšnější český jezdec Formule 1?;Tomáš Enge;Jan Magnussen;Karel Loprais;Pavel Turek;A;3;
Sport;Ve kterém sportu vynikl Petr Koukal?;badminton;tenis;stolní tenis;squash;A;1;Koukal je nejúspěšnějším českým badmintonistou.
Sport;Kdo je Vladimír Darida?;fotbalista;hokejista;tenista;atlet;A;1;Darida byl kapitánem české fotbalové reprezentace.
Sport;Ve kterém městě se koná Jizerská padesátka?;Bedřichov;Liberec;Jablonec;Tanvald;A;1;Jizerská padesátka je největší běžkařský závod v ČR.
Sport;Kdo je Pavel Kadeřábek?;fotbalista;hokejista;tenista;atlet;A;1;
Sport;Ve kterém sportu vynikl Michal Isteník?;vodní slalom;plavání;veslování;jachting;A;4;
Sport;Kdo je Matěj Vydra?;fotbalista;hokejista;tenista;atlet;A;1;Vydra hrál v anglické Premier League za Burnley.
Sport;Ve kterém městě sídlí hokejový klub Motor?;České Budějovice;Plzeň;Tábor;Písek;A;1;
Sport;Kdo je Michael Krmenčík?;fotbalista;hokejista;tenista;atlet;A;1;
Sport;Ve kterém sportu vynikla Aneta Holasová?;volejbal;basketbal;házená;florbal;A;1;
Sport;Kdo je Jakub Brabec?;fotbalista;hokejista;tenista;atlet;A;1;
Sport;Ve kterém městě se koná Zlatá tretra?;Ostrava;Praha;Brno;Plzeň;A;1;Zlatá tretra je prestižní atletický mítink.
Sport;Kdo je Filip Hronek?;hokejista;fotbalista;tenista;atlet;A;1;Hronek hraje v NHL za Vancouver Canucks.
